pitcher,pitch_type,pitch_name,family,pitches,usage,whiff,putaway,velo,zone_pct,contact_pct,exit_velo
657571,SI,Sinker,Fastball,196,0.33447098976109213,0.18072289156626506,0.14705882352941177,92.27244897959184,0.5867346938775511,0.8192771084337349,81.4719298245614
657571,FC,Cutter,Fastball,150,0.25597269624573377,0.22972972972972974,0.24,87.494,0.44,0.7702702702702703,81.93799999999999
657571,FF,4-Seam FB,Fastball,146,0.24914675767918087,0.1267605633802817,0.08333333333333333,92.24931506849313,0.5821917808219178,0.8732394366197183,82.4603448275862
657571,SV,Slurve,Breaking,94,0.16040955631399317,0.2926829268292683,0.2,80.05106382978722,0.32978723404255317,0.7073170731707317,80.19259259259259
657612,SI,Sinker,Fastball,583,0.8074792243767313,0.09935897435897435,0.08653846153846154,88.33996569468269,0.5626072041166381,0.9006410256410257,84.30478087649402
657612,SL,Slider,Breaking,90,0.12465373961218837,0.35294117647058826,0.5,76.11444444444443,0.4777777777777778,0.6470588235294117,72.85
657612,FF,4-Seam FB,Fastball,49,0.06786703601108034,0.2727272727272727,0.3333333333333333,89.1938775510204,0.5306122448979592,0.7272727272727273,89.72142857142858
657649,SI,Sinker,Fastball,109,0.49099099099099097,0.15555555555555556,0.10526315789473684,94.10183486238533,0.5596330275229358,0.8444444444444444,85.01388888888889
657649,FC,Cutter,Fastball,59,0.26576576576576577,0.19047619047619047,0.0,90.51016949152543,0.5254237288135594,0.8095238095238095,85.09333333333333
657649,CH,Changeup,Offspeed,34,0.15315315315315314,0.375,0.16666666666666666,83.5764705882353,0.5294117647058824,0.625,79.34
657746,FF,4-Seam FB,Fastball,999,0.45081227436823107,0.25763358778625955,0.23809523809523808,93.39709709709709,0.5575575575575575,0.7423664122137404,82.48633879781421
657746,ST,Sweeper,Breaking,315,0.1421480144404332,0.3576158940397351,0.3333333333333333,80.40063492063493,0.46984126984126984,0.6423841059602649,78.83483146067415
657746,FS,Splitter,Offspeed,277,0.125,0.23255813953488372,0.20833333333333334,87.77400722021662,0.4548736462093863,0.7674418604651163,85.16979166666667
657746,KC,Knuckle-Curve,Breaking,256,0.11552346570397112,0.27941176470588236,0.2653061224489796,78.88515625,0.40234375,0.7205882352941176,81.90444444444444
657746,SI,Sinker,Fastball,224,0.10108303249097472,0.06481481481481481,0.02857142857142857,92.996875,0.6071428571428571,0.9351851851851852,84.83437500000001
657746,SL,Slider,Breaking,145,0.06543321299638989,0.2571428571428571,0.15384615384615385,85.97034482758622,0.496551724137931,0.7428571428571429,82.825
657756,FF,4-Seam FB,Fastball,263,0.5166994106090373,0.18181818181818182,0.13333333333333333,93.56007604562737,0.5665399239543726,0.8181818181818181,84.08571428571429
657756,CH,Changeup,Offspeed,108,0.21218074656188604,0.18181818181818182,0.15,82.98796296296298,0.28703703703703703,0.8181818181818181,78.54
