player_id,season,player,position,team,conference,defensive_PD,defensive_QB HUR,defensive_SACKS,defensive_SOLO,defensive_TD,defensive_TFL,defensive_TOT,fumbles_FUM,fumbles_LOST,fumbles_REC,interceptions_AVG,interceptions_INT,interceptions_TD,interceptions_YDS,kickReturns_AVG,kickReturns_LONG,kickReturns_NO,kickReturns_TD,kickReturns_YDS,kicking_FGA,kicking_FGM,kicking_LONG,kicking_PCT,kicking_PTS,kicking_XPA,kicking_XPM,passing_ATT,passing_COMPLETIONS,passing_INT,passing_PCT,passing_TD,passing_YDS,passing_YPA,puntReturns_AVG,puntReturns_LONG,puntReturns_NO,puntReturns_TD,puntReturns_YDS,punting_In 20,punting_LONG,punting_NO,punting_TB,punting_YDS,punting_YPP,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
5085906,2026,LaMarion Pierce,CB,UT Martin,OVC,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085913,2026,Austin Bray,TE,Youngstown State,MVFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,5.0,5.0,,,,,
5086086,2026,Drew Krobath,WR,Lindenwood,OVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,0.0,20.0,10.0,,,,,
5086090,2026,Nolan O'Hara,LB,Lindenwood,OVC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086091,2026,Jared Rhodes,RB,Lindenwood,OVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0,6.0,6.0,11.0,27.0,0.0,63.0,5.7
5086226,2026,Malik Denkins,DL,Austin Peay,UAC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086446,2026,Cahari Haynes,LB,Gardner-Webb,OVC,1.0,0.0,1.0,7.0,0.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086514,2026,Cade Cox,P,Eastern Illinois,OVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,45.0,7.0,2.0,275.0,39.3,,,,,,,,,,
5086517,2026,Will Lankford,WR,Elon,Coastal Athletic,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,1.0,0.0,-1.0,,,,,,,,,,,,,,,,
5086519,2026,Senquavious Alsobrooks,DB,Elon,Coastal Athletic,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086933,2026,Christian MacDonald,WR,Mercyhurst,NEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,0.0,36.0,12.0,,,,,
5087070,2026,Sam Slade,RB,Long Island University,NEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,5.0,1.3
5087198,2026,Haydn Stay,TE,North Dakota,MVFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,0.0,9.0,9.0,,,,,
5087215,2026,Sam Strandell,WR,North Dakota,MVFC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,2.0,0.0,45.0,22.5,,,,,
5087217,2026,Luke Silvernale,P,North Dakota,MVFC,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,4.0,5.0,4.0,,,,,,,,,,,,,1.0,56.0,2.0,0.0,102.0,51.0,,,,,,,,,,
5088095,2026,Malik Lewis,S,West Georgia,UAC,0.0,0.0,0.0,4.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088100,2026,Deverious Abercrombie,WR,Presbyterian,Pioneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,0.0,73.0,14.6,,,,,
5088145,2026,Carson Freese,DL,Presbyterian,Pioneer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088146,2026,Dalton Epps,DL,West Georgia,UAC,0.0,0.0,0.0,1.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088584,2026,Ben Marshall,TE,Austin Peay,UAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,0.0,10.0,10.0,,,,,
5088801,2026,Tywan Royal,DB,Austin Peay,UAC,1.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088857,2026,Devon Anderson,LB,Western Illinois,OVC,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088974,2026,Carter James,RB,Mississippi Valley State,SWAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
5088989,2026,Gabriel Abel,RB,St. Thomas (MN),Pioneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,14.0,0.0,75.0,5.8
5088993,2026,Rod Finley,DB,St. Thomas (MN),Pioneer,0.0,0.0,0.0,3.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088998,2026,Mitchell Schares,LB,St. Thomas (MN),Pioneer,1.0,0.0,1.0,2.0,0.0,1.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089005,2026,Charlie Boucher,LB,St. Thomas (MN),Pioneer,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089021,2026,Patrick Wagner,TE,St. Thomas (MN),Pioneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,0.0,10.0,10.0,,,,,
5089109,2026,Kiemond Emilien,S,Charleston Southern,OVC,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091557,2026,Jalon Jones,DB,Lindenwood,OVC,0.0,0.0,0.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091840,2026,Mari Smith,DB,Central Arkansas,UAC,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092212,2026,Anthony Mebane,DL,Gardner-Webb,OVC,0.0,0.0,0.5,0.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092662,2026,JD Sherrod,QB,Glenville State,Mountain East,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,12.0,0.0,0.4,1.0,76.0,2.5,,,,,,,,,,,,,,,,,6.0,11.0,0.0,16.0,2.7
5092663,2026,Jarvis Jones,WR,Towson,Coastal Athletic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,0.0,10.0,5.0,,,,,
5092666,2026,Trey Firestone,WR,Murray State,MVFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,1.0,50.0,10.0,,,,,
5092973,2026,Logan Frederic,LS,Houston Christian,Southland,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092983,2026,Luke Shields,WR,Furman,Southern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,7.0,7.0,,,,,
5093118,2026,Preston Hamilton,DL,Gardner-Webb,OVC,0.0,0.0,0.0,2.0,0.0,1.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093803,2026,Jarard Mosely,DB,Murray State,MVFC,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094046,2026,Aidan Stephens,WR,Youngstown State,MVFC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094047,2026,Joshua Tarver,S,Furman,Southern,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095114,2026,Nate Garnett,WR,Austin Peay,UAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,0.0,16.0,8.0,1.0,0.0,0.0,-1.0,-1.0
5095125,2026,Trey Woods,DE,Elon,Coastal Athletic,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095771,2026,Ethan Greenwood,QB,Long Island University,NEC,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,1.0,0.333,0.0,11.0,1.2,,,,,,,,,,,,,,,,,4.0,18.0,0.0,8.0,2.0
5095773,2026,Avery Dixon,S,Charleston Southern,OVC,0.0,0.0,0.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096895,2026,Nasir Maryland,DB,Eastern Illinois,OVC,0.0,0.0,0.0,3.0,0.0,0.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097962,2026,Jakobe Shell,DE,Central Arkansas,UAC,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099132,2026,Jackson Barry,LB,Long Island University,NEC,0.0,0.0,0.5,5.0,0.0,0.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099550,2026,Tamaj Hoffman,RB,Nicholls,Southland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,0.0,17.0,17.0,7.0,17.0,2.0,53.0,7.6
5099562,2026,Wyatt Guidry,PK,Nicholls,Southland,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,41.0,1.0,0.0,41.0,41.0,,,,,,,,,,
5099704,2026,KD Dorsey,WR,Charleston Southern,OVC,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,0.0,46.0,15.3,,,,,
5100580,2026,Derek Berlitz,DL,Maine,Coastal Athletic,0.0,0.0,1.5,2.0,0.0,1.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100647,2026,Stephen Green,LB,Southern Illinois,MVFC,,,,,,,,,,,,,,,,,,,,4.0,3.0,50.0,0.75,11.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101622,2026,Chance Harrison,DB,Western Illinois,OVC,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102149,2026,Andrew Lastovka,PK,Youngstown State,MVFC,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102806,2026,Alex McDonald,TE,Youngstown State,MVFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,0.0,12.0,12.0,,,,,
5102808,2026,Dominic Julius,DB,Youngstown State,MVFC,1.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103084,2026,Jackson Lanier,RB,Morehead State,Pioneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,6.0,3.0
5103184,2026,Nylan Harper,DB,Central Arkansas,UAC,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106937,2026,Michael Wells,LB,Youngstown State,MVFC,0.0,1.0,0.0,2.0,0.0,2.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109518,2026,Beau Brungard,QB,Youngstown State,MVFC,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,20.0,1.0,0.69,3.0,232.0,8.0,,,,,,,,,,,,,,,,,21.0,21.0,2.0,119.0,5.7
5109526,2026,Da'Shaun Whatley,RB,Youngstown State,MVFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,0.0,5.0,2.5
5113896,2026,Cole Lacrue,QB,Eastern Illinois,OVC,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11.0,0.0,0.611,1.0,101.0,5.6,,,,,,,,,,,,,,,,,10.0,23.0,0.0,18.0,1.8
5114784,2026,Montez Green,WR,Gardner-Webb,OVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,7.0,7.0,,,,,
5120221,2026,Brice Turner,WR,Houston Christian,Southland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,3.0,3.0,,,,,
5120870,2026,Elijah Thomas,LB,Lindenwood,OVC,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121619,2026,Tywon Wray Jr.,S,Northwestern State,Southland,0.0,0.0,0.0,3.0,0.0,0.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121703,2026,Donovan Dozier,DE,Northwestern State,Southland,0.0,2.0,0.5,1.0,0.0,0.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122000,2026,Demardrick Blunt,DB,Central Arkansas,UAC,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122055,2026,Phillip Baynes,DL,Long Island University,NEC,0.0,0.0,1.0,2.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122079,2026,Naz Hill,CB,Southern Illinois,MVFC,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122162,2026,Jordan Smith,WR,Nicholls,Southland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,2.0,2.0,80.0,40.0,,,,,
5125821,2026,Markel James,LB,West Florida,UAC,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125842,2026,Joey Lightfoot,DT,Nicholls,Southland,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127036,2026,Joshua Lloyd,DL,Austin Peay,UAC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136754,2026,Luke Carter,TE,Northwestern State,Southland,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,0.0,26.0,8.7,,,,,
5140619,2026,Kendal Howard,DL,Austin Peay,UAC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144409,2026,Dorian Williams,WR,Youngstown State,MVFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,2.0,0.0,29.0,14.5,,,,,
5144747,2026,Garrison Butler,DT,Furman,Southern,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146941,2026,Mason Fleming,DL,Austin Peay,UAC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147139,2026,Jayden Brown,LB,Maine,Coastal Athletic,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147204,2026,Jalen Washington,RB,Central Arkansas,UAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,27.0,1.0,40.0,5.7
5147872,2026,Matthew Wilson,QB,Austin Peay,UAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,-2.0,-2.0
5148903,2026,Tyshawn Sanders,DB,Gardner-Webb,OVC,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149908,2026,Greg Burrell,RB,Concord,Mountain East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,1.0,0.0,29.0,29.0,11.0,37.0,1.0,87.0,7.9
5150685,2026,Jackson Powers,DB,St. Thomas (MN),Pioneer,1.0,0.0,0.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150931,2026,Jackson Veasy,DL,Murray State,MVFC,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151062,2026,TJ Crews IV,QB,Elon,Coastal Athletic,,,,,,,,2.0,1.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,24.0,24.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,-15.0,-7.5
5151092,2026,Chapman McKown,RB,Central Arkansas,UAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,1.0,0.0,14.0,,,,,,,,,,,,2.0,4.0,0.0,6.0,3.0
5151128,2026,Corey Landers,RB,Houston Christian,Southland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,4.0,2.0
5151132,2026,Reginald Allen Jr.,LB,UT Martin,OVC,0.0,0.0,0.0,3.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151370,2026,Anthony Policare,QB,St. Thomas (MN),Pioneer,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,22.0,13.0,0.0,0.591,1.0,166.0,7.5,,,,,,1.0,43.0,4.0,1.0,121.0,30.3,,,,,,16.0,18.0,1.0,73.0,4.6
5151518,2026,Kyle Thomas,WR,Southern Illinois,MVFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,2.0,0.0,35.0,17.5,,,,,
5151816,2026,Keyaan Abdul-Rahim,LB,Murray State,MVFC,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151898,2026,Brian Green Jr.,WR,Gardner-Webb,OVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,3.0,0.0,30.0,10.0,,,,,
5151958,2026,Jason Hertz,DL,Charleston Southern,OVC,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151959,2026,Isaiah McGuffin,LB,UVA Wise,South Atlantic,0.0,0.0,0.0,3.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151990,2026,Eli Webb,DL,West Florida,UAC,0.0,0.0,0.5,1.0,0.0,0.5,3.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152270,2026,Drew Cormier,DB,Western Illinois,OVC,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152297,2026,Devaon Holman,DB,Youngstown State,MVFC,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152326,2026,Kristian Ozane,LB,Chattanooga,Southern,0.0,0.0,0.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152328,2026,Andrew Frazier,WR,Davidson,Pioneer,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,2.0,2.0,,,,,,,,,,,,10.0,1.0,0.0,10.0,10.0,2.0,3.0,0.0,3.0,1.5
5152333,2026,Jacary Lightsey,WR,Davidson,Pioneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,10.0,1.0,65.0,6.5,,,,,
5152335,2026,Landon Glezen,S,Davidson,Pioneer,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152337,2026,Robert Lamar,LB,Davidson,Pioneer,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152341,2026,Hunter Brooks,LB,Davidson,Pioneer,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152344,2026,Jamal Chandler-Fuller,S,Davidson,Pioneer,1.0,1.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152346,2026,Hayden Bender,S,Davidson,Pioneer,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152356,2026,Alani Ajigbotosho,WR,Davidson,Pioneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,4.0,1.0,43.0,10.8,,,,,
5152379,2026,Jake Metze,RB,Drake,Pioneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,0.5
5152380,2026,Jack Ward,LB,Drake,Pioneer,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152400,2026,Griffin Kollhoff,PK,Drake,Pioneer,,,,,,,,,,,,,,,,,,,,2.0,2.0,36.0,1.0,9.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152845,2026,Nigel Lucas,DB,Gardner-Webb,OVC,0.0,0.0,0.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152864,2026,Jackson Head,TE,Austin Peay,UAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,2.0,0.0,61.0,30.5,,,,,
5152926,2026,Pax Hughes,TE,Nicholls,Southland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,0.0,12.0,12.0,,,,,
5153309,2026,Kam Baah-Slay,DB,Chattanooga,Southern,0.0,0.0,0.0,7.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153310,2026,D.J. Adams,DB,Chattanooga,Southern,2.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,20.0,20.0,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153311,2026,Martez Cooksey Jr.,DB,Chattanooga,Southern,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153313,2026,Zion Rutledge,LB,Chattanooga,Southern,0.0,0.0,0.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153366,2026,Billy Lewis,S,Furman,Southern,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153370,2026,AK Burrell,S,Furman,Southern,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153375,2026,Ryan Earl,LB,Furman,Southern,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153378,2026,Raleigh Herbert,LB,Furman,Southern,0.0,0.0,0.0,1.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153381,2026,Griffin Farmery,S,Furman,Southern,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153392,2026,Marc Hernandez,DL,Furman,Southern,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153393,2026,Caldwell Bussey,DL,Furman,Southern,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153394,2026,Joshua Stoneking,DE,Furman,Southern,0.0,1.0,0.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
