player_id,name,pa,brl_pa,brl_pct,hardhit,avg_ev,slg,xslg,xiso,woba,xwoba
687859,Troy Johnston,358,1.4,1.9,37.5,89.6,0.388,0.374,0.09999999999999998,0.326,0.319
683083,Nasim Nuñez,381,0.3,0.4,21.2,84.6,0.272,0.272,0.049000000000000016,0.274,0.271
672515,Gabriel Moreno,359,5.3,7.3,42.5,89.4,0.443,0.456,0.16100000000000003,0.363,0.373
695600,Carter Jensen,428,6.1,10.0,42.9,90.6,0.415,0.359,0.15599999999999997,0.311,0.283
679529,Spencer Torkelson,451,7.8,13.6,42.0,89.7,0.419,0.416,0.19599999999999998,0.318,0.318
575929,Willson Contreras,430,8.6,14.5,46.1,90.7,0.54,0.512,0.245,0.403,0.389
668715,Spencer Steer,384,7.8,11.7,39.1,89.7,0.421,0.452,0.20600000000000002,0.325,0.342
696285,Jacob Young,345,4.6,6.3,34.3,88.4,0.397,0.394,0.131,0.312,0.321
702222,Justin Crawford,337,0.9,1.2,33.5,86.7,0.344,0.314,0.06,0.29,0.277
671976,Tristan Peters,342,3.5,4.8,30.0,87.1,0.409,0.366,0.12,0.321,0.299
665862,Jazz Chisholm Jr.,424,5.4,9.2,42.4,91.0,0.399,0.369,0.159,0.302,0.29
571970,Max Muncy,398,8.5,13.7,45.8,90.5,0.494,0.474,0.23299999999999998,0.363,0.349
696100,Hunter Goodman,437,9.4,16.5,45.4,90.5,0.547,0.46,0.232,0.368,0.325
694192,Jackson Chourio,367,9.3,13.7,47.6,92.2,0.47,0.475,0.21899999999999997,0.348,0.339
686217,Sal Frelick,313,1.6,2.0,27.8,85.9,0.33,0.322,0.07900000000000001,0.281,0.281
691720,Kyle Karros,378,5.0,7.7,41.9,89.6,0.428,0.4,0.14300000000000002,0.351,0.338
663968,Jake Mangum,335,0.9,1.2,27.4,85.5,0.374,0.325,0.07100000000000001,0.324,0.286
665742,Juan Soto,359,9.7,14.2,48.6,92.5,0.539,0.589,0.292,0.402,0.422
657757,Gavin Sheets,370,4.6,6.9,39.8,87.7,0.389,0.384,0.152,0.311,0.317
686555,Isaac Collins,382,3.7,5.7,40.2,88.3,0.366,0.328,0.096,0.316,0.303
690993,Colt Keith,330,5.5,7.3,41.1,88.6,0.425,0.435,0.15799999999999997,0.325,0.331
621439,Byron Buxton,362,11.9,17.6,47.3,90.3,0.544,0.51,0.259,0.366,0.348
686681,Michael Massey,312,4.8,6.2,40.3,89.9,0.426,0.396,0.15800000000000003,0.311,0.294
676609,José Caballero,348,2.9,4.1,24.9,83.9,0.396,0.345,0.11199999999999996,0.304,0.28
641343,Jake Bauers,403,8.2,13.6,52.9,92.6,0.503,0.482,0.22099999999999997,0.379,0.368
663616,Trevor Larnach,347,5.5,7.9,36.1,87.5,0.449,0.406,0.14600000000000002,0.36,0.336
650489,Willi Castro,383,5.2,8.3,39.6,87.7,0.426,0.386,0.157,0.335,0.305
656941,Kyle Schwarber,488,8.4,17.1,52.1,93.2,0.521,0.486,0.249,0.379,0.365
545361,Mike Trout,430,9.3,16.8,47.5,90.3,0.441,0.509,0.252,0.36,0.389
686469,Vinnie Pasquantino,336,4.8,6.8,39.7,89.0,0.345,0.387,0.14100000000000001,0.295,0.315
641487,J.P. Crawford,364,4.1,6.4,35.3,87.6,0.345,0.365,0.125,0.308,0.325
643217,Andrew Benintendi,347,6.1,8.9,45.3,88.8,0.431,0.416,0.16799999999999998,0.319,0.316
701675,Nathan Church,316,5.1,6.9,32.2,86.2,0.366,0.371,0.128,0.285,0.29
683953,Travis Bazzana,363,2.8,4.3,37.2,88.4,0.39,0.345,0.12099999999999997,0.324,0.3
668709,JJ Bleday,361,6.9,10.9,41.7,88.8,0.47,0.465,0.21000000000000002,0.354,0.366
656305,Matt Chapman,352,4.3,6.6,35.8,88.2,0.368,0.319,0.10900000000000001,0.308,0.286
686527,Dominic Canzone,332,9.6,14.0,46.3,91.8,0.502,0.511,0.237,0.357,0.368
683146,Brett Baty,363,5.5,8.7,40.2,89.7,0.33,0.379,0.14400000000000002,0.278,0.305
